county,estabs_20175221,emplvl_20175221,estabs_20175222,emplvl_20175222,estabs_20175223,emplvl_20175223
37181,12,91,8,0,2,0
37183,393,7958,152,937,84,517
37185,5,32,,,,
37187,6,48,1,0,2,0
37189,21,198,4,0,3,0
37191,34,312,19,0,2,0
37193,20,162,7,24,,
37195,27,829,10,0,2,0
37197,12,85,6,18,,
37199,6,0,1,0,,
37999,56,2873,129,834,70,686
38000,502,7433,120,0,39,0
38001,4,27,,,,
38003,6,0,1,0,,
38005,3,29,1,0,3,0
38009,7,0,1,0,,
38011,7,0,2,0,,
38013,2,0,,,,
38015,50,807,14,47,4,11
38017,95,2429,40,0,20,0
38019,5,0,1,0,,
38021,6,43,,,,
38023,2,0,1,0,,
38025,3,20,,,,
38027,2,0,,,,
38029,4,40,,,,
38031,3,0,1,0,,
38033,3,20,,,,
38035,37,557,11,0,2,0
38037,3,0,1,0,,
38039,4,21,,,,
38041,4,0,1,0,,
38043,3,21,,,,
38045,9,0,1,0,,
38047,3,24,,,,
38049,4,0,1,0,,
38051,4,0,1,0,,
38053,7,126,,,,
38055,10,0,1,0,,
38057,9,0,1,0,,
38059,18,252,5,82,,
38061,8,0,,,1,0
38063,6,45,,,,
38065,1,0,,,,
38067,10,0,1,0,,
38069,5,44,1,0,,
38071,9,175,4,45,,
38073,7,0,1,0,,
38075,3,20,,,,
38077,12,89,2,0,1,0
38079,5,0,2,0,,
38081,5,32,,,,
38083,2,0,,,1,0
38089,16,255,5,0,1,0
38091,3,0,,,,
38093,11,143,3,0,1,0
38095,3,24,,,,
38097,9,0,1,0,,
38099,12,0,2,0,,
38101,34,557,8,0,1,0
38103,6,61,,,,
38105,15,275,3,0,2,0
38999,4,72,2,0,2,0
39000,4516,59576,1310,21275,849,15507
39001,11,130,3,0,2,0
39003,42,442,14,84,4,12
39005,21,142,,,,
39007,43,312,7,0,3,0
39009,28,263,5,11,,
39011,18,133,4,0,1,0
39013,33,317,5,0,2,0
39015,15,87,3,13,,
39017,123,1139,32,334,29,227
39019,6,35,,,,
39021,13,0,2,0,1,0
39023,46,417,15,135,6,17
39025,69,573,14,0,6,0
39027,16,213,4,0,1,0
39029,32,228,8,0,2,0
39031,11,109,4,16,,
39033,21,236,2,0,4,0
39035,527,9404,147,3284,114,954
39037,20,335,5,0,1,0
39039,18,383,5,0,3,0
39041,69,733,23,959,12,214
39043,29,290,8,0,4,0
39045,46,433,15,35,6,13
39047,11,0,12,280,1,0
39049,431,7458,162,5135,188,8714
39051,20,0,3,0,1,0
39053,12,228,7,0,2,0
39055,42,323,5,0,2,0
39057,58,404,17,136,5,24
39059,16,127,5,0,1,0
39061,382,11142,112,2093,75,2310
39063,33,327,6,22,5,14
39065,14,155,3,0,1,0
39067,7,0,,,1,0
39069,15,139,3,0,1,0
39071,17,292,2,0,2,0
39073,8,101,1,0,1,0
39075,20,275,,,,
39077,27,247,6,0,2,0
39079,17,166,4,11,,
39081,29,233,4,0,2,0
39083,21,254,5,0,1,0
39085,103,700,25,101,19,42
39087,18,147,5,0,3,0
39089,54,957,15,0,3,0
39091,19,179,3,0,3,0
39093,104,774,32,111,16,149
39095,156,1733,36,349,25,91
39097,12,70,3,0,2,0
39099,85,649,23,70,23,103
39101,22,155,8,0,2,0
39103,62,583,12,29,5,6
39105,7,0,2,0,,
39107,22,221,5,0,1,0
39109,39,329,10,43,5,22
39111,7,78,,,,
39113,184,1702,59,3906,26,92
39115,4,73,,,,
39117,7,0,2,0,,
39119,33,448,8,40,4,13
39121,3,63,,,,
39123,23,0,2,0,,
39125,7,0,0,0,,
39127,11,105,3,0,1,0
39129,16,159,4,0,4,0
39131,14,165,3,0,1,0
39133,45,386,9,33,5,24
39135,18,134,2,0,2,0
39137,16,0,1,0,,
39139,63,527,11,44,5,16
39141,25,285,8,42,3,7
39143,26,339,5,0,2,0
39145,29,265,7,0,1,0
39147,25,249,3,0,1,0
39149,25,184,3,37,,
39151,147,1625,34,1261,21,60
39153,206,2013,54,284,33,189
39155,76,760,19,68,11,27
39157,46,421,10,0,2,0
39159,16,236,6,15,4,6
39161,11,108,3,0,2,0
39163,3,0,,,1,0
39165,84,747,16,278,14,741
39167,29,523,9,43,29,124
39169,53,380,10,0,2,0
39171,21,132,2,0,2,0
39173,54,326,13,0,4,0
39175,15,148,2,0,0,0
39999,40,1153,146,834,72,0
40000,1508,25070,1191,6086,234,1065
40001,6,71,9,36,,
40003,8,72,,,,
40005,3,0,8,0,,
40007,3,0,,,,
40009,16,224,6,0,1,0
40011,5,0,1,0,,
40013,13,103,19,86,4,26
40015,16,147,6,0,1,0
40017,40,456,24,66,6,15
40019,21,343,27,0,1,0
40021,15,167,18,0,2,0
40023,5,89,11,0,1,0
40025,3,0,,,,
40027,87,1150,40,267,6,18
40029,2,0,,,,
40031,51,949,39,0,2,0
40033,3,0,1,0,,
40035,8,145,6,17,,
40037,20,346,15,69,3,5
40039,21,254,14,0,1,0
40041,12,178,17,0,3,0
40043,6,0,1,0,,
40045,2,0,,,,
40047,25,389,16,0,2,0
40049,12,148,8,0,1,0
40051,18,258,14,0,2,0
40053,6,45,,,,
40055,5,0,,,1,0
40057,3,0,,,,
40059,2,0,2,0,,
40061,2,0,2,0,,
40063,5,57,7,16,,
40065,12,187,13,0,2,0
40067,5,0,1,0,,
40069,1,0,1,0,,
40071,16,222,19,0,3,0
40073,9,125,3,0,1,0
40075,6,0,1,0,,
40077,5,33,4,6,,
40079,16,266,30,79,3,12
40081,13,157,6,21,,
40083,10,134,11,34,,
40085,3,0,2,0,,
40087,14,140,9,0,3,0
40089,12,169,11,0,1,0
40091,7,98,8,19,,
40093,4,0,1,0,,
40095,12,125,3,7,,
40097,15,180,12,0,2,0
40099,8,62,4,5,,
40101,25,394,22,68,3,6
40103,4,0,1,0,,
40105,5,63,3,4,,
40107,2,0,1,0,,
40109,314,6258,275,2136,72,358
40111,14,196,16,0,2,0
40113,8,86,4,0,1,0
40115,14,176,11,0,1,0
40117,4,57,3,10,,
40119,28,515,19,0,2,0
40121,14,244,19,73,4,10
40123,23,375,15,0,1,0
40125,20,314,26,0,2,0
40127,3,0,2,0,,
40129,1,0,,,,
40131,24,244,16,37,4,7
40133,9,145,12,34,,
40135,13,140,26,71,4,9
40137,23,355,12,0,2,0
40139,7,152,7,0,1,0
40141,5,124,3,6,,
40143,275,5791,190,1547,64,468
40145,10,140,8,0,2,0
40147,19,395,15,26,4,16
40149,9,70,,,,
40151,7,103,2,0,1,0
40153,11,160,12,0,1,0
40999,10,52,28,51,12,20
41000,1364,19449,519,4623,400,2971
41001,8,51,3,12,,
41003,26,390,4,9,4,9
41005,134,1251,83,1125,60,421
41007,20,159,7,0,2,0
41009,17,182,3,8,,
41011,28,264,6,0,2,0
41013,7,51,2,0,2,0
41015,11,0,,,1,0
41017,73,670,38,205,27,90
41019,37,403,8,32,8,19
41021,2,0,1,0,,
41023,6,0,,,,
41025,5,31,,,,
41027,9,78,2,0,1,0
41029,82,948,32,213,15,36
41031,6,0,2,0,,
41033,31,299,8,34,8,21
41035,17,209,8,24,3,8
41037,3,16,2,0,1,0
41039,118,1595,36,246,26,63
41041,25,182,5,8,3,7
41043,38,319,9,51,7,15
41045,13,0,2,0,,
41047,94,1586,41,316,31,201
41049,6,37,1,0,,
41051,263,6442,94,632,88,760
41053,21,131,3,9,4,15
41055,1,0,,,,
41057,11,0,1,0,,
41059,29,251,13,0,1,0
41061,12,88,4,11,,
41063,5,45,,,,
41065,12,81,5,11,,
41067,162,2781,63,1140,71,1179
41069,1,0,,,,
41071,26,245,8,34,3,3
41999,8,296,28,356,33,104
42000,5211,74836,977,12374,651,5530
42001,29,334,2,0,1,0
42003,521,20639,114,1606,70,927
42005,31,292,3,0,1,0
42007,65,484,8,25,4,10
42009,25,174,3,0,1,0
42011,154,1724,19,101,9,21
42013,62,579,14,0,1,0
42015,37,288,2,0,1,0
42017,266,2927,60,607,57,591
42019,87,813,18,189,3,15
42021,86,913,10,75,,
42023,3,17,,,,
42025,25,0,,,2,0
42027,76,652,9,33,5,15
42029,201,2187,36,356,42,163
42031,19,0,1,0,,
42033,34,501,7,21,,
42035,16,111,2,0,1,0
42037,28,334,6,18,,
42039,34,241,6,0,1,0
42041,116,1477,20,113,12,54
42043,129,1948,12,68,7,61
42045,204,1899,39,682,39,328
42047,16,115,3,5,,
42049,111,1226,19,0,2,0
42051,41,348,5,16,,
42053,2,0,,,,
42055,64,763,9,0,2,0
42057,6,57,,,,
42059,14,192,4,9,,
42061,18,0,1,0,,
42063,35,863,7,0,1,0
42065,20,0,2,0,,
42067,13,0,,,,
42069,104,2113,10,28,10,46
42071,228,2132,38,347,16,186
42073,34,264,4,0,2,0
42075,55,508,7,25,,
42077,116,1424,25,770,21,395
42079,148,1166,24,1269,8,23
42081,66,692,9,0,2,0
42083,23,0,2,0,,
42085,46,1004,8,0,1,0
42087,23,235,3,17,,
42089,61,605,5,16,4,21
42091,380,4121,106,3495,73,0
42093,13,0,1,0,,
42095,125,1019,11,88,12,111
42097,39,0,1,0,,
42099,22,0,,,1,0
42101,380,7372,63,726,101,419
42103,15,89,,,3,11
42105,7,0,1,0,,
42107,61,562,8,0,2,0
42109,23,164,4,11,,
42111,36,419,3,0,1,0
42113,4,22,,,,
42115,18,0,,,1,0
42117,18,0,2,0,,
42119,26,255,3,0,1,0
42121,18,210,3,0,1,0
42123,19,0,3,13,,
42125,81,725,13,27,5,57
42127,25,0,,,2,0
42129,170,1277,22,0,10,0
42131,15,120,,,,
42133,180,1605,20,69,5,46
42999,51,1140,146,1052,109,316
44000,319,9804,152,1251,106,764
44001,18,0,5,7,3,0
44003,49,1278,29,253,20,253
44005,24,266,7,0,6,0
44007,179,7444,66,437,51,418
44009,41,506,16,30,8,26
44999,9,0,30,0,19,0
45000,1344,19766,1528,14305,391,1408
45001,11,65,8,0,2,0
45003,30,486,32,124,11,25
45005,2,0,3,11,,
45007,50,447,41,177,7,26
45009,4,0,6,0,,
45011,3,0,7,21,1,0
45013,58,697,40,291,9,31
45015,26,612,30,151,12,23
45017,2,0,5,0,,
45019,123,1373,141,1321,44,136
45021,10,108,19,82,7,11
45023,8,64,6,0,1,0
45025,12,81,17,0,3,0
45027,8,85,13,0,2,0
45029,6,98,14,0,2,0
45031,15,240,20,86,6,8
45033,6,74,15,0,2,0
45035,30,225,32,151,7,8
45037,3,0,4,0,,
45039,4,0,8,24,2,0
45041,46,450,58,342,16,56
45043,25,230,22,555,4,9
45045,174,4482,174,1928,45,257
45047,21,284,21,117,5,11
45049,4,29,7,0,2,0
45051,111,1164,85,586,15,42
45053,4,31,7,0,1,0
45055,19,200,20,67,3,3
45057,12,152,18,909,5,9
45059,15,131,17,0,2,0
45061,6,25,4,9,,
45063,69,1107,75,341,15,47
45065,3,0,1,0,,
45067,14,188,13,0,1,0
45069,4,0,12,43,2,0
45071,9,49,15,57,5,9
45073,18,241,12,0,1,0
45075,21,354,25,93,4,16
45077,30,235,24,126,3,5
45079,113,3025,125,1326,37,266
45081,4,19,4,9,,
45083,72,734,91,1600,15,36
45085,22,333,31,143,6,8
45087,11,88,14,53,,
45089,9,78,12,0,2,0
45091,59,897,77,2361,12,24
45999,42,366,106,552,77,0
46000,538,8646,188,4101,60,3787
46003,3,0,,,,
46005,14,199,5,0,1,0
46007,1,0,,,,
46009,5,37,,,,
46011,19,281,5,0,3,0
46013,21,424,16,0,2,0
46015,4,39,,,,
46017,,,2,0,,
46019,6,0,2,0,,
46021,1,0,,,,
46023,7,72,,,,
46025,2,0,,,,
46027,8,0,1,0,,
46029,17,213,9,0,4,0
46031,3,0,,,,
46033,5,24,,,,
46035,15,193,6,13,,
46037,7,41,,,,
46039,3,0,1,0,,
46041,3,33,1,0,,
46043,3,0,,,,
46045,5,34,,,,
46047,6,0,1,0,,
46049,2,0,,,,
46051,5,47,,,,
46053,5,0,1,0,,
46055,2,0,1,0,,
46057,7,40,,,,
46059,2,0,,,,
46061,3,27,,,,
46063,1,0,,,,
46065,13,255,5,0,2,0
46067,8,74,,,,
46069,2,0,,,,
46071,1,0,,,,
46073,2,0,,,,
46075,3,0,,,,
46077,6,43,,,,
46079,5,0,2,0,,
46081,14,122,6,0,1,0
46083,35,939,16,0,6,0
46085,6,23,,,,
46087,5,25,,,,
46089,3,23,,,,
46091,6,0,1,0,,
46093,8,93,2,0,1,0
46097,3,0,,,,
46099,111,3149,59,2067,26,2397
46101,3,0,1,0,,
46102,1,0,1,0,,
46103,43,755,31,1135,8,31
46105,5,34,,,,
46107,3,24,,,,
46109,8,0,1,0,,
46111,4,0,,,,
46115,9,56,,,,
46117,2,0,,,,
46119,2,0,,,,
46121,1,0,2,0,,
46123,5,47,,,,
46125,8,49,,,,
46127,12,106,2,0,4,0
46129,4,0,2,0,,
46135,11,251,6,0,1,0
46137,1,0,,,,
46999,2,0,1,0,2,0
47000,2583,32614,1721,15883,473,5343
47001,31,572,9,0,1,0
47003,10,188,16,0,2,0
47005,5,215,2,0,3,0
47007,2,0,1,0,,
47009,57,589,31,1059,6,12
47011,42,344,38,356,9,60
47013,17,168,11,61,,
47015,1,0,1,0,,
47017,15,277,2,0,3,0
47019,15,222,19,0,1,0
47021,10,94,5,14,,
47023,8,74,2,0,1,0
47025,10,247,6,0,1,0
47027,2,0,,,,
47029,6,89,13,34,,
47031,20,427,27,0,1,0
47033,8,0,,,1,0
47035,13,177,17,55,3,5
47037,274,3830,191,1994,53,416
47039,4,63,,,,
47041,5,64,3,9,,
47043,23,265,20,0,2,0
47045,18,318,10,0,3,0
47047,17,170,4,15,,
47049,8,139,4,0,0,0
47051,10,152,13,0,2,0
47053,23,189,16,240,4,6
47055,14,210,9,0,1,0
47057,5,0,,,,
47059,22,387,23,0,1,0
47061,6,0,1,0,,
47063,28,208,17,0,2,0
47065,144,1705,74,510,41,373
47067,2,0,,,,
47069,15,106,8,0,2,0
47071,13,156,8,0,1,0
47073,20,145,6,16,,
47075,8,66,8,17,6,10
47077,15,482,6,21,3,6
47079,18,226,12,0,1,0
47081,5,0,1,0,1,0
47083,3,28,,,,
47085,12,0,1,0,1,0
47087,2,0,1,0,,
47089,20,154,8,0,1,0
47091,6,81,3,9,,
47093,217,2661,99,1571,31,1727
47095,3,0,1,0,,
47097,8,121,6,0,1,0
47099,14,113,16,45,4,6
47101,5,0,5,0,,
47103,11,135,6,21,4,11
47105,22,157,14,40,3,5
47107,23,285,15,59,6,10
47109,11,90,7,0,1,0
47111,7,0,8,0,,
47113,39,496,28,130,9,23
47115,12,94,6,15,,
47117,11,114,8,23,,
47119,32,416,25,91,4,3
47121,5,0,1,0,,
47123,26,235,7,0,3,0
47125,65,746,48,284,7,44
47127,2,0,1,0,,
47129,3,0,1,0,1,0
47131,17,186,11,44,3,7
47133,5,128,4,9,,
47135,1,0,,,,
47137,3,0,,,,
47139,6,0,,,1,0
47141,33,365,33,532,4,4
47143,11,134,10,0,2,0
47145,19,121,7,0,1,0
47147,21,201,14,0,2,0
47149,87,935,70,652,13,49
47151,8,0,2,0,,
47153,7,0,2,0,2,0
47155,61,553,20,106,6,17
47157,286,4975,201,1256,90,485
47159,7,0,1,0,,
47161,6,0,1,0,,
47163,71,1109,52,174,6,13
47165,73,631,46,204,8,18
47167,18,146,13,45,4,5
47169,2,0,,,,
47171,5,46,3,0,1,0
47173,3,0,2,0,,
47175,1,0,,,,
47177,20,226,16,58,,
47179,63,480,40,2167,8,11
47181,5,0,2,0,,
47183,16,148,4,0,3,0
47185,7,91,9,19,3,5
47187,117,1151,83,2286,31,1544
47189,44,767,37,163,6,26
47999,35,284,93,241,50,338
48000,7620,150132,5488,83200,1723,27132
48001,14,174,21,76,9,25
48003,5,0,2,0,,
48005,37,410,19,82,4,11
48007,7,54,6,12,,
48009,6,24,,,,
48013,9,102,10,0,1,0
48015,11,195,9,0,1,0
48017,2,0,4,0,,
48019,4,60,3,14,,
48021,20,247,3,0,3,0
48023,3,27,,,,
48025,8,104,9,0,3,0
48027,83,1467,64,1935,6,16
48029,448,21387,368,4480,116,650
48031,3,0,,,1,0
48035,9,0,2,0,,
48037,60,656,36,0,13,0
48039,90,1198,32,173,12,24
48041,60,887,37,265,4,7
48043,5,63,4,10,,
48045,2,0,,,,
48047,3,41,1,0,0,0
48049,10,112,8,25,,
48051,6,0,1,0,,
48053,16,179,11,0,3,0
48055,7,97,9,0,1,0
48057,13,141,6,19,,
48059,3,0,1,0,1,0
48061,84,1113,107,603,10,31
48063,6,75,2,0,1,0
48065,2,0,,,,
48067,18,145,10,0,1,0
48069,4,39,3,9,,
48071,9,80,2,0,1,0
48073,13,292,14,0,2,0
48075,5,44,3,0,1,0
48077,5,26,,,,
48079,3,0,,,,
48081,1,0,,,,
48083,3,49,2,0,1,0
48085,261,5719,188,9879,103,3522
48087,2,0,,,,
48089,8,87,,,,
48091,40,362,31,135,5,34
48093,3,91,,,,
48095,2,0,,,,
48097,10,382,4,0,1,0
48099,25,311,13,0,2,0
48101,1,0,,,,
48103,2,0,1,0,,
48105,1,0,2,0,,
48107,6,0,1,0,,
48109,1,0,,,,
48111,3,65,4,19,,
48113,742,21190,631,22355,252,9605
48115,4,59,4,10,,
48117,5,100,5,17,,
48119,2,0,1,0,,
48121,167,4996,92,1080,37,1211
48123,14,171,6,0,1,0
48125,1,0,2,0,,
48127,3,33,5,13,,
48129,3,0,,,,
48131,4,39,1,0,,
48133,3,0,2,0,1,0
48135,49,669,28,121,10,38
48137,1,0,,,,
48139,35,463,22,0,5,0
48141,153,2615,188,958,31,265
48143,9,171,9,0,1,0
48145,10,0,1,0,,
48147,8,164,8,0,1,0
48149,13,267,3,7,,
48151,1,0,,,,
48153,6,33,,,,
48155,1,0,,,,
48157,153,1671,84,607,39,411
48159,6,58,,,,
48161,8,0,1,0,,
48163,5,84,4,0,1,0
48165,5,0,5,0,,
48167,119,1570,50,269,12,43
48169,2,0,,,,
48171,10,176,6,0,1,0
48175,3,24,,,,
48177,10,116,11,29,,
48179,11,84,4,0,1,0
48181,45,618,26,116,4,10
48183,70,932,42,208,11,39
48185,4,0,1,0,,
48187,30,355,18,0,1,0
48189,13,107,8,67,3,6
48191,3,29,,,,
48193,4,34,,,,
48195,3,89,,,,
48197,4,36,,,,
48199,14,111,6,0,2,0
48201,1144,21306,783,9082,304,3906
48203,21,166,16,0,2,0
48205,1,0,,,,
48207,3,0,1,0,,
48209,41,404,32,164,17,188
48211,2,0,1,0,,
48213,21,233,21,90,6,13
48215,157,3208,177,935,43,186
48217,9,104,12,0,1,0
48219,10,163,8,26,,
48221,18,195,13,0,2,0
48223,12,283,12,0,2,0
48225,6,80,9,0,1,0
48227,13,140,7,0,3,0
48229,1,0,,,,
48231,22,206,11,43,4,8
48233,9,116,2,0,1,0
48235,1,0,,,,
48237,2,0,,,,
48239,10,65,4,17,,
48241,11,118,10,39,,
48243,1,0,,,,
48245,80,1411,39,200,16,53
48247,4,37,3,5,,
48249,12,181,14,50,5,17
48251,34,380,30,144,5,30
48253,4,41,3,10,,
48255,3,74,3,11,,
48257,21,477,16,44,4,3
48259,17,176,8,26,4,10
48263,1,0,,,,
48265,23,233,6,0,2,0
48267,3,32,,,,
48271,1,0,,,,
48273,16,190,12,44,3,6
48275,2,0,1,0,,
48277,17,279,19,0,2,0
48279,12,0,2,0,,
48281,5,60,4,17,,
48283,1,0,,,,
48285,8,0,2,0,,
48287,8,100,1,0,1,0
48289,9,0,,,1,0
48291,16,185,10,51,3,5
48293,11,133,7,0,2,0
48295,3,26,,,,
48297,3,0,2,0,,
48299,12,0,1,0,,
48303,94,2815,57,534,16,41
48305,6,29,,,,
48307,2,0,2,0,,
48309,82,1394,47,288,8,33
48311,1,0,,,,
48313,3,51,3,0,1,0
48315,3,0,,,1,0
48317,2,0,,,1,0
48319,3,0,1,0,,
48321,15,116,9,25,3,14
48323,11,172,21,101,4,18
48325,10,188,12,0,1,0
48327,1,0,,,,
48329,52,880,26,137,11,15
48331,9,149,4,27,,
48333,2,0,1,0,,
48335,3,0,1,0,,
48337,6,123,3,5,,
48339,144,2176,85,672,22,194
48341,7,46,5,0,1,0
48343,9,86,3,7,,
48345,,,1,0,,
48347,21,357,14,0,4,0
48349,16,238,17,0,2,0
48351,2,0,,,,
48353,5,83,6,0,2,0
48355,122,2025,88,452,14,82
48357,4,0,2,0,,
48359,1,0,,,,
48361,25,308,10,0,2,0
48363,13,117,5,0,1,0
48365,7,117,6,0,1,0
48367,25,374,15,0,1,0
48369,5,0,2,0,,
48371,6,0,12,0,,
48373,7,219,8,0,1,0
48375,53,1736,25,227,9,22
48377,2,0,2,0,,
48379,4,47,,,,
48381,32,448,10,91,5,8
48383,2,0,,,,
48385,2,0,,,,
48387,7,48,3,0,1,0
48389,3,0,2,0,,
48391,3,0,1,0,,
48393,1,0,,,,
48395,8,69,,,,
48397,24,241,8,44,5,24
48399,5,59,,,,
48401,15,478,8,0,1,0
48403,6,61,,,,
48405,3,23,,,,
48407,4,50,,,,
48409,22,156,14,0,1,0
48411,2,0,1,0,,
48413,2,0,,,,
48415,6,90,4,21,,
48417,1,0,,,,
48419,12,186,8,0,2,0
48421,1,0,,,,
48423,97,1196,52,299,17,72
48425,1,0,1,0,,
48427,11,135,19,0,1,0
48429,3,53,3,8,,
48431,1,0,,,,
48433,1,0,,,,
48435,2,0,1,0,,
48437,4,25,,,,
48439,500,9739,344,11880,108,2141
48441,44,989,27,119,4,16
48443,1,0,,,,
48445,4,38,5,18,,
48447,1,0,,,,
48449,11,246,15,44,3,5
48451,41,590,32,704,7,24
48453,336,5489,296,5725,116,2037
48455,2,0,1,0,,
48457,6,0,2,0,,
48459,13,171,6,0,1,0
48461,2,0,,,,
48463,11,146,9,0,2,0
48465,15,248,17,109,5,32
48467,19,168,2,0,1,0
48469,38,553,33,184,9,44
48471,9,192,13,0,2,0
48473,8,65,4,0,1,0
48475,4,0,2,0,,
48477,13,162,8,0,1,0
48479,75,1697,62,400,14,65
48481,20,262,12,0,1,0
48483,4,0,1,0,,
48485,48,800,29,0,5,0
48487,5,97,5,11,,
48489,3,27,5,0,1,0
48491,145,1340,68,1474,27,328
48493,10,90,7,19,,
48495,2,0,1,0,,
48497,16,210,5,0,2,0
48499,23,217,4,10,4,16
48501,6,0,,,1,0
48503,7,164,5,9,,
48505,5,76,4,16,,
48507,1,0,1,0,1,0
48999,59,1898,216,2080,119,1074
49000,1031,17211,712,14987,466,5273
49001,3,0,,,,
49003,20,173,7,0,2,0
49005,44,505,20,162,18,80
49007,10,80,5,0,1,0
49011,98,1141,67,391,33,137
49013,8,58,3,11,,
49015,6,29,,,,
49017,4,0,,,,
49019,5,42,1,0,1,0
49021,10,0,10,129,3,0
49023,4,0,1,0,,
49025,5,63,2,0,1,0
49027,6,38,,,,
49029,4,0,,,1,0
49031,1,0,,,,
49033,1,0,,,,
49035,449,8885,392,13018,266,3656
49037,5,34,1,0,3,8
49039,7,66,4,0,1,0
49041,8,81,3,10,3,7
49043,19,144,15,42,8,61
49045,10,140,10,0,2,0
49047,9,82,4,25,,
49049,163,2008,82,587,85,817
49051,10,79,0,0,5,0
49053,47,557,39,330,12,102
49055,,,1,0,,
49057,75,2779,47,203,23,364
50000,297,3589,39,0,32,0
50001,14,0,2,0,,
50003,20,0,1,0,,
50005,19,0,1,0,,
50007,70,1259,17,72,14,242
50009,3,0,,,,
50011,21,171,2,0,3,0
50013,2,0,,,2,0
50015,13,166,2,0,3,0
50017,12,137,,,,
50019,13,0,1,0,,
50021,23,266,1,0,1,0
50023,32,421,5,0,2,0
50025,22,203,1,0,4,0
50027,36,316,3,0,1,0
50999,1,0,2,0,3,0
51000,2994,31974,1313,34704,539,6255
51001,13,0,3,0,1,0
51003,31,333,18,68,5,15
51005,3,0,1,0,,
51007,3,0,,,1,0
51009,14,0,,,2,0
51011,4,28,,,,
51013,83,713,28,446,17,265
51015,25,171,4,0,1,0
51017,3,15,,,,
51019,23,187,12,46,,
51021,1,0,,,,
51023,14,0,,,1,0
51025,5,0,,,,
51027,9,0,1,0,,
51029,5,22,,,,
51031,21,172,5,0,1,0
51033,2,0,,,1,0
51035,4,44,1,0,1,0
51036,1,0,,,,
51037,4,18,,,,
51041,115,973,47,1525,15,64
51043,3,0,,,,
51045,2,0,,,,
51047,12,97,8,0,2,0
51049,3,0,,,,
51051,7,40,,,,
51053,5,0,,,,
51057,7,67,5,15,,
51059,361,5261,197,11886,125,3546
51061,26,225,8,0,7,0
51063,4,55,,,,
51065,5,25,,,,
51067,20,140,6,0,2,0
51069,25,1631,8,0,2,0
51071,8,0,1,0,,
51073,16,103,6,0,2,0
51075,6,49,7,0,1,0
51077,7,0,,,,
51079,6,0,1,0,,
51081,1,0,1,0,,
51083,11,94,7,19,3,10
51085,38,248,16,0,1,0
51087,142,1987,78,4651,37,345
51089,18,204,6,0,1,0
51091,2,0,,,,
51093,12,126,4,0,3,0
51095,31,208,6,0,1,0
51097,1,0,,,,
51099,8,0,,,1,0
51101,8,0,1,0,,
51103,10,0,2,0,,
51105,6,0,1,0,,
51107,100,681,56,521,20,630
51109,11,0,1,0,,
51111,1,0,,,,
51113,2,0,,,,
51115,2,0,,,,
51117,18,175,8,0,2,0
51119,7,0,2,0,,
51121,40,356,11,0,2,0
51125,6,26,,,,
51127,3,0,1,0,,
51131,5,28,1,0,2,0
51133,9,38,,,,
51135,9,80,3,11,,
51137,11,91,4,0,1,0
51139,8,93,,,,
51141,8,49,,,,
51143,14,65,3,23,,
51145,6,0,1,0,,
51147,9,68,5,0,1,0
51149,5,0,1,0,,
51153,86,692,53,552,23,125
51155,13,84,6,0,2,0
51157,2,0,,,,
51159,4,36,3,0,2,0
51161,44,337,12,0,4,0
51163,9,78,3,13,,
51165,20,138,5,0,2,0
51167,10,0,2,0,,
51169,9,0,2,0,,
51171,18,0,2,0,,
51173,13,78,3,12,3,10
51175,4,15,1,0,,
51177,28,257,20,72,6,19
51179,27,191,8,27,7,14
51181,1,0,,,,
51183,6,24,1,0,,
51185,32,224,7,0,4,0
51187,15,112,9,39,4,7
51191,33,243,5,20,,
51193,7,60,,,,
51195,18,144,4,16,,
51197,15,101,6,0,1,0
51199,18,147,4,0,3,0
51510,64,1118,26,148,12,47
51520,13,93,2,0,2,0
51530,4,19,,,1,0
51540,36,250,6,0,1,0
51550,71,701,38,1434,15,57
51570,15,128,10,36,4,10
51580,6,0,2,0,,
51590,33,410,10,36,5,16
51595,5,33,6,0,1,0
51600,26,241,11,121,3,5
51610,11,66,2,0,2,0
51620,4,76,3,10,,
51630,29,265,10,61,5,36
51640,8,65,6,19,3,5
51650,32,321,18,0,4,0
51660,41,369,17,91,4,8
51670,9,0,1,0,,
51678,8,45,1,0,2,0
51680,50,477,14,114,7,67
51683,24,214,4,25,4,11
51685,1,0,1,0,1,0
51690,11,102,4,0,1,0
51700,46,799,29,126,8,29
51710,74,964,39,378,13,67
51720,5,30,1,0,1,0
51730,13,125,12,38,4,15
51735,3,27,,,,
51740,27,235,14,61,4,14
51750,9,56,2,0,1,0
51760,65,1034,45,1525,15,53
51770,58,794,21,0,6,0
51775,19,165,8,0,1,0
51790,17,154,7,0,3,0
51800,29,192,12,37,3,7
51810,138,1416,82,2134,21,162
51820,13,84,4,0,2,0
51830,13,0,1,0,,
51840,26,296,9,0,2,0
51999,45,546,100,591,59,104
53000,2407,30978,774,7936,424,2887
53001,6,0,1,0,,
53003,8,88,1,0,1,0
53005,59,1181,11,76,7,29
53007,29,391,8,23,5,14
53009,28,234,5,29,4,7
53011,149,1834,51,686,28,135
53013,2,0,1,0,,
53015,22,535,9,46,3,7
53017,13,110,3,10,,
53019,1,0,,,,
53021,18,172,2,0,4,0
53023,2,0,,,,
53025,28,201,5,0,1,0
